Timestamp arrow_downward	Unit	Priority	Message (showing first 5000 entries)
02-18 09:08:24	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:16	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:08:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:08:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:08:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:08:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:08:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60320->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42602->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:07:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:07:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:07:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:07:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:07:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:07:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:07:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:07:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:07:55	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:55	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:55	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:07:55	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:07:55	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:55	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:55	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:07:55	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:07:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:07:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:07:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:07:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:07:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:40836->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:52	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:07:44	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
